"ATD_SIGNAL_ID","SIGNAL_TYPE","LOCATION_NAME","PRIMARY_ST","CROSS_ST","CONTROL","ATD_LOCATION_ID","COA_INTERSECTION_ID","COUNCIL_DISTRICT","CROSS_ST_AKA","CROSS_ST_SEGMENT_ID","JURISDICTION","LANDMARK","PRIMARY_ST_AKA","PRIMARY_ST_SEGMENT_ID","SIGNAL_ENG_AREA","GEOCODE","GEOCODE: Street 1","GEOCODE: Street 2","GEOCODE: City","GEOCODE: State","GEOCODE: Zip","GEOCODE: Country","GEOCODE: Latitude","GEOCODE: Longitude","MASTER_SIGNAL_ID","SIGNAL_STATUS","IP_SWITCH","IP_CONTROL","SWITCH_COMM"
"74","TRAFFIC","BURNET RD / ROCKWOOD LN","BURNET RD","ROCKWOOD LN","MASTER","73","5158827","7","","2010560","AUSTIN FULL PURPOSE","","","2010559","NORTH","Rockwood Lane Austin, Texas 78757","Rockwood Lane","","Austin","Texas","78757","United States","30.3682861","-97.7275848","","TURNED_ON","1","1","Both"
"75","TRAFFIC","W US 290 HWY / HUDSON LOOP","W US 290 HWY","HUDSON LOOP","UNKNOWN","74","5143677","0","","2041562","AUSTIN 2 MILE ETJ","","","2026805","SOUTH","8025-8087 West Highway 290 Austin, Texas 78737","8025-8087 West Highway 290","","Austin","Texas","78737","United States","30.2295156","-97.89159663","","TURNED_ON","0","0","N/A"
"76","TRAFFIC","E MARTIN LUTHER KING JR BLVD / BRAZOS ST","E MARTIN LUTHER KING JR BLVD","BRAZOS ST","MASTER","75","5157838","9","","2017944","AUSTIN FULL PURPOSE","","","2017874","CENTRAL","1801 Brazos Street Austin, Texas 78701","1801 Brazos Street","","Austin","Texas","78701","United States","30.2802944","-97.7367706","","TURNED_ON","1","1","Both"
"77","TRAFFIC","BURNET RD / STECK AVE","BURNET RD","STECK AVE","SLAVE","76","5158619","7","","2010804","AUSTIN FULL PURPOSE","","","2010803","NORTH","8218 Burnet Road Austin, Texas 78757","8218 Burnet Road","","Austin","Texas","78757","United States","30.3618469","-97.7293396","92","TURNED_ON","1","1","Both"
"78","TRAFFIC","W ANDERSON LN / BURNET RD","W ANDERSON LN","BURNET RD","MASTER","77","5158455","7","","2011058","AUSTIN FULL PURPOSE","","","2011086","NORTH","7837 Burnet Road Austin, Texas 78757","7837 Burnet Road","","Austin","Texas","78757","United States","30.3561535","-97.730896","","TURNED_ON","1","1","Both"
"79","TRAFFIC","BURNET RD / RICHCREEK RD","BURNET RD","RICHCREEK RD","MASTER","78","5157931","7","","2011237","AUSTIN FULL PURPOSE","","","2011236","NORTH","2412 Richcreek Road Austin, Texas 78757","2412 Richcreek Road","","Austin","Texas","78757","United States","30.3505726","-97.7343369","","TURNED_ON","1","1","Both"
"80","TRAFFIC","BURNET RD / GREENLAWN PKWY","BURNET RD","GREENLAWN PKWY","MASTER","79","5157698","7","","2011308","AUSTIN FULL PURPOSE","","","2011307","NORTH","7156-7210 Burnet Road Austin, Texas 78757","7156-7210 Burnet Road","","Austin","Texas","78757","United States","30.3482552","-97.7357788","","TURNED_ON","1","1","Both"
"81","TRAFFIC","BURNET RD / JUSTIN LN","BURNET RD","JUSTIN LN","MASTER","80","5157450","7","","2011424","AUSTIN FULL PURPOSE","","","2011406","NORTH","6898 Burnet Road Austin, Texas 78757","6898 Burnet Road","","Austin","Texas","78757","United States","30.3453846","-97.7375259","","TURNED_ON","1","1","Both"
"82","TRAFFIC","BURNET RD / WHITE HORSE TRL","BURNET RD","WHITE HORSE TRL","MASTER","81","5157237","7","","2040272","AUSTIN FULL PURPOSE","","","2011653","NORTH","6298 Burnet Road Austin, Texas 78757","6298 Burnet Road","","Austin","Texas","78757","United States","30.33848","-97.7392502","","TURNED_ON","1","1","Both"
"83","TRAFFIC","BURNET RD / ROMERIA DR","BURNET RD","ROMERIA DR","MASTER","82","5157209","7","","2011727","AUSTIN FULL PURPOSE","","","2011719","NORTH","2101-2199 Romeria Drive Austin, Texas 78757","2101-2199 Romeria Drive","","Austin","Texas","78757","United States","30.3369274","-97.7394638","","TURNED_ON","1","1","Both"
"84","TRAFFIC","ALLANDALE RD / BURNET RD","ALLANDALE RD","BURNET RD","MASTER","83","5157162","7","","2011816","AUSTIN FULL PURPOSE","","","2011817","NORTH","5901 Burnet Road Austin, Texas 78757","5901 Burnet Road","","Austin","Texas","78757","United States","30.3348522","-97.7398224","","TURNED_ON","1","1","Both"
"85","TRAFFIC","BURNET RD / NORTHLAND DR","BURNET RD","NORTHLAND DR","MASTER","84","5157143","7","","2011931","AUSTIN FULL PURPOSE","","","2011930","NORTH","5661-5699 Burnet Road Austin, Texas 78756","5661-5699 Burnet Road","","Austin","Texas","78756","United States","30.3324718","-97.7400665","","TURNED_ON","1","1","Both"
"86","TRAFFIC","E 7TH ST / NECHES ST","E 7TH ST","NECHES ST","MASTER","85","5157702","9","","2018752","AUSTIN FULL PURPOSE","","","2018753","CENTRAL","653-699 Neches Street Austin, Texas 78701","653-699 Neches Street","","Austin","Texas","78701","United States","30.2677002","-97.737915","","TURNED_ON","1","1","Both"
"87","TRAFFIC","BURNET RD / W NORTH LOOP BLVD","BURNET RD","W NORTH LOOP BLVD","MASTER","86","5157233","7","","2012195","AUSTIN FULL PURPOSE","","","2012196","NORTH","1610 West North Loop Boulevard Austin, Texas 78756","1610 West North Loop Boulevard","","Austin","Texas","78756","United States","30.3258514","-97.7396164","","TURNED_ON","1","1","Both"
"88","TRAFFIC","BURNET RD / HANCOCK DR","BURNET RD","HANCOCK DR","MASTER","87","5157283","7","","2047014","AUSTIN FULL PURPOSE","","","2015302","NORTH","5025 Burnet Road Austin, Texas 78756","5025 Burnet Road","","Austin","Texas","78756","United States","30.3220119","-97.7393341","","TURNED_ON","1","1","Both"
"89","TRAFFIC","BURNET RD / W 49TH ST","BURNET RD","W 49TH ST","MASTER","88","5157310","7","","2015303","AUSTIN FULL PURPOSE","","","2015302","NORTH","2110 West 49th Street Austin, Texas 78756","2110 West 49th Street","","Austin","Texas","78756","United States","30.3198566","-97.7392273","","TURNED_ON","1","1","Both"
"90","TRAFFIC","BURNET RD / W 45TH ST","BURNET RD","W 45TH ST","MASTER","89","5156974","10","","2015570","AUSTIN FULL PURPOSE","","","2015569","NORTH","4501-4525 Burnet Road Austin, Texas 78756","4501-4525 Burnet Road","","Austin","Texas","78756","United States","30.3154011","-97.7415695","","TURNED_ON","1","1","Both"
"91","TRAFFIC","BURNET RD / NORTHCROSS DR","BURNET RD","NORTHCROSS DR","MASTER","90","5158100","7","","3300737","AUSTIN FULL PURPOSE","","","2011183","NORTH","7575 Burnet Road Austin, Texas 78757","7575 Burnet Road","","Austin","Texas","78757","United States","30.3522167","-97.7332458","","TURNED_ON","1","1","Both"
"92","TRAFFIC","BURNET RD / OHLEN RD","BURNET RD","OHLEN RD","MASTER","91","5158652","7","","2010771","AUSTIN FULL PURPOSE","","","2010761","NORTH","8288-8298 Burnet Road Austin, Texas 78757","8288-8298 Burnet Road","","Austin","Texas","78757","United States","30.3629112","-97.7290573","","TURNED_ON","1","1","Both"
"93","TRAFFIC","W ANDERSON LN / NORTHCROSS DR","W ANDERSON LN","NORTHCROSS DR","MASTER","92","5157696","7","","3300711","AUSTIN FULL PURPOSE","","","3299704","NORTH","2531 West Anderson Lane Austin, Texas 78757","2531 West Anderson Lane","","Austin","Texas","78757","United States","30.3583069","-97.7355347","","TURNED_ON","0","0","Both"
"94","TRAFFIC","W ANDERSON LN / ROCKWOOD LN","W ANDERSON LN","ROCKWOOD LN","MASTER","93","5157292","7","","2012436","AUSTIN FULL PURPOSE","","","3300416","NORTH","7817 Rockwood Lane Austin, Texas 78757","7817 Rockwood Lane","","Austin","Texas","78757","United States","30.3597527","-97.738266","","TURNED_ON","0","0","Both"
"95","TRAFFIC","W ANDERSON LN / SHOAL CREEK BLVD","W ANDERSON LN","SHOAL CREEK BLVD","MASTER","94","5156894","7","","2010847","AUSTIN FULL PURPOSE","","","2042779","NORTH","7899 Shoal Creek Boulevard Austin, Texas 78757","7899 Shoal Creek Boulevard","","Austin","Texas","78757","United States","30.361021","-97.7408447","","TURNED_ON","0","0","Both"
"96","TRAFFIC","W ANDERSON LN / ","W ANDERSON LN","","MASTER","95","","7","","","AUSTIN FULL PURPOSE","ANDERSON PLAZA","","3299710","NORTH","2458-2468 West Anderson Lane Austin, Texas 78757","2458-2468 West Anderson Lane","","Austin","Texas","78757","United States","30.3568935","-97.7324753","","TURNED_ON","0","0","Both"
"97","TRAFFIC","W ANDERSON LN / N MOPAC EXPY SVRD NB","W ANDERSON LN","N MOPAC EXPY SVRD NB","SLAVE","96","5156412","10","","2012470","AUSTIN FULL PURPOSE","","","2012359","NORTH","7900 Mopac Service Road Austin, Texas 78759","7900 Mopac Service Road","","Austin","Texas","78759","United States","30.3612461","-97.7440109","","TURNED_ON","0","0","Both"
"98","TRAFFIC","SPICEWOOD SPRINGS RD / N MOPAC EXPY SVRD SB","SPICEWOOD SPRINGS RD","N MOPAC EXPY SVRD SB","MASTER","97","5156212","10","","2012361","AUSTIN FULL PURPOSE","","","2010845","NORTH","7900 Mopac Service Road Austin, Texas 78759","7900 Mopac Service Road","","Austin","Texas","78759","United States","30.3612633","-97.7452316","","TURNED_ON","0","0","Both"
"99","TRAFFIC","SPICEWOOD SPRINGS RD / WOOD HOLLOW DR","SPICEWOOD SPRINGS RD","WOOD HOLLOW DR","MASTER","98","5155944","10","","2010870","AUSTIN FULL PURPOSE","","","2010817","NORTH","7719 Wood Hollow Drive Austin, Texas 78731","7719 Wood Hollow Drive","","Austin","Texas","78731","United States","30.3617649","-97.7468948","","TURNED_ON","0","0","Both"
"100","TRAFFIC","W ANDERSON LN / WOOTEN PARK DR","W ANDERSON LN","WOOTEN PARK DR","MASTER","99","5159371","7","","2040071","AUSTIN FULL PURPOSE","","","2011173","NORTH","1698 West Anderson Lane Austin, Texas 78757","1698 West Anderson Lane","","Austin","Texas","78757","United States","30.3525105","-97.7232285","","TURNED_ON","0","0","Both"
"101","TRAFFIC","PEARCE LN / KELLAM RD","PEARCE LN","KELLAM RD","UNKNOWN","100","5168571","0","","5057724","AUSTIN 2 MILE ETJ","","","5056221","SOUTH","12505-12893 Pearce Lane Texas 78617","12505-12893 Pearce Lane","","","Texas","78617","United States","30.16396079","-97.61182113","","TURNED_ON","0","0","Both"
"102","TRAFFIC","N LAMAR BLVD / W 45TH ST","N LAMAR BLVD","W 45TH ST","MASTER","101","5157553","10","","2015704","AUSTIN FULL PURPOSE","","","2015792","CENTRAL","West 45th Street Austin, Texas 78705","West 45th Street","","Austin","Texas","78705","United States","30.3134632","-97.7375946","","TURNED_ON","1","1","Both"
"103","TRAFFIC","W 38TH ST / N LAMAR BLVD","W 38TH ST","N LAMAR BLVD","MASTER","102","5156777","10","","2016302","AUSTIN FULL PURPOSE","","","2016303","CENTRAL","3801-3825 North Lamar Boulevard Austin, Texas 78756","3801-3825 North Lamar Boulevard","","Austin","Texas","78756","United States","30.3051968","-97.7430496","","TURNED_ON","1","1","Both"
"104","TRAFFIC","N LAMAR BLVD / PARKWAY","N LAMAR BLVD","PARKWAY","SLAVE","103","5155653","9","","2018114","AUSTIN FULL PURPOSE","","","2018139","CENTRAL","1204 North Lamar Boulevard Austin, Texas 78703","1204 North Lamar Boulevard","","Austin","Texas","78703","United States","30.277359","-97.7511673","","TURNED_ON","1","1","Both"
"105","TRAFFIC","N LAMAR BLVD / W 34TH ST","N LAMAR BLVD","W 34TH ST","MASTER","104","5156542","10","","2019817","AUSTIN FULL PURPOSE","","","2016468","CENTRAL","3401 North Lamar Boulevard Austin, Texas 78705","3401 North Lamar Boulevard","","Austin","Texas","78705","United States","30.3027","-97.7447128","","TURNED_ON","1","1","Both"
"106","TRAFFIC","N LAMAR BLVD / W 29TH ST","N LAMAR BLVD","W 29TH ST","MASTER","105","5155961","9","","2019787","AUSTIN FULL PURPOSE","","","2019801","CENTRAL","2868-2898 North Lamar Boulevard Austin, Texas 78705","2868-2898 North Lamar Boulevard","","Austin","Texas","78705","United States","30.2981358","-97.7484741","","TURNED_ON","1","1","Both"
"107","TRAFFIC","W 35TH ST / JACKSON AVE","W 35TH ST","JACKSON AVE","MASTER","106","5154965","10","","2020046","AUSTIN FULL PURPOSE","","","2020047","CENTRAL","1915-1999 West 35th Street Austin, Texas 78703","1915-1999 West 35th Street","","Austin","Texas","78703","United States","30.3087349","-97.7558899","","TURNED_ON","1","1","Both"
"108","TRAFFIC","N LAMAR BLVD / W 24TH ST","N LAMAR BLVD","W 24TH ST","MASTER","107","5155404","9","","2019777","AUSTIN FULL PURPOSE","","","2019776","CENTRAL","1301-1395 West 24th Street Austin, Texas 78705","1301-1395 West 24th Street","","Austin","Texas","78705","United States","30.2885342","-97.7527695","","TURNED_ON","1","1","Both"
"109","TRAFFIC","W 35TH ST / KERBEY LN","W 35TH ST","KERBEY LN","MASTER","108","5155597","10","","2016197","AUSTIN FULL PURPOSE","","","2016198","CENTRAL","1601 West 35th Street Austin, Texas 78703","1601 West 35th Street","","Austin","Texas","78703","United States","30.3071957","-97.7507782","","TURNED_ON","1","1","Both"
"110","TRAFFIC","N LAMAR BLVD / W MARTIN LUTHER KING JR BLVD","N LAMAR BLVD","W MARTIN LUTHER KING JR BLVD","MASTER","109","5155501","9","","2019774","AUSTIN FULL PURPOSE","","","2037908","CENTRAL","1119-1299 West Martin Luther King Junior Boulevard Austin, Texas 78705","1119-1299 West Martin Luther King Junior Boulevard","","Austin","Texas","78705","United States","30.2836018","-97.7520752","","TURNED_ON","1","1","Both"
"111","TRAFFIC","W 35TH ST / JEFFERSON ST","W 35TH ST","JEFFERSON ST","MASTER","110","5155479","10","","2016154","AUSTIN FULL PURPOSE","","","2016155","CENTRAL","3500 Jefferson Street Austin, Texas 78731","3500 Jefferson Street","","Austin","Texas","78731","United States","30.3078003","-97.7516022","","TURNED_ON","1","1","Both"
"112","TRAFFIC","W 38TH ST / BULL CREEK RD","W 38TH ST","BULL CREEK RD","MASTER","111","5155612","10","","2016048","AUSTIN FULL PURPOSE","","","2016079","CENTRAL","3601-3603 Bull Creek Road Austin, Texas 78731","3601-3603 Bull Creek Road","","Austin","Texas","78731","United States","30.309185","-97.7506638","","TURNED_ON","1","1","Both"
"113","TRAFFIC","W 38TH ST / SHOAL CREEK BLVD","W 38TH ST","SHOAL CREEK BLVD","MASTER","112","5156083","10","","2019871","AUSTIN FULL PURPOSE","","","2016224","CENTRAL","3801-3809 Shoal Creek Boulevard Austin, Texas 78756","3801-3809 Shoal Creek Boulevard","","Austin","Texas","78756","United States","30.3070889","-97.7475052","","TURNED_ON","1","1","Both"
"114","TRAFFIC","W 38TH ST / MEDICAL PKWY","W 38TH ST","MEDICAL PKWY","MASTER","113","5156616","10","","2016281","AUSTIN FULL PURPOSE","","","2016282","CENTRAL","3800-3820 Medical Parkway Austin, Texas 78756","3800-3820 Medical Parkway","","Austin","Texas","78756","United States","30.3057194","-97.7441483","","TURNED_ON","1","1","Both"
"115","TRAFFIC","BARTON SPRINGS RD / STRATFORD DR","BARTON SPRINGS RD","STRATFORD DR","UNKNOWN","114","5153190","8","","2021833","AUSTIN FULL PURPOSE","","","2021116","SOUTH","2220 Barton Springs Road Austin, Texas 78746","2220 Barton Springs Road","","Austin","Texas","78746","United States","30.2671709","-97.77088083","","TURNED_ON","0","0","None"
"116","TRAFFIC","N LAMAR BLVD / W 12TH ST","N LAMAR BLVD","W 12TH ST","MASTER","115","5155626","9","","2018140","AUSTIN FULL PURPOSE","","","2018139","CENTRAL","1200 North Lamar Boulevard Austin, Texas 78703","1200 North Lamar Boulevard","","Austin","Texas","78703","United States","30.2768974","-97.7513962","","TURNED_ON","1","1","Both"
"117","TRAFFIC","N LAMAR BLVD / W 10TH ST","N LAMAR BLVD","W 10TH ST","MASTER","116","5155503","9","","2019766","AUSTIN FULL PURPOSE","","","2018274","CENTRAL","1000-1010 West 10th Street Austin, Texas 78703","1000-1010 West 10th Street","","Austin","Texas","78703","United States","30.2750168","-97.7522812","","TURNED_ON","1","1","Both"
"118","TRAFFIC","W 6TH ST / N LAMAR BLVD","W 6TH ST","N LAMAR BLVD","MASTER","117","5155322","9","","2019753","AUSTIN FULL PURPOSE","","","2019754","CENTRAL","948-998 West 6th Street Austin, Texas 78703","948-998 West 6th Street","","Austin","Texas","78703","United States","30.2715378","-97.7539673","","TURNED_ON","1","1","Both"
"119","TRAFFIC","W 5TH ST / N LAMAR BLVD","W 5TH ST","N LAMAR BLVD","MASTER","118","5155253","9","","2019753","AUSTIN FULL PURPOSE","","","2044015","CENTRAL","1000-1004 West 5th Street Austin, Texas 78703","1000-1004 West 5th Street","","Austin","Texas","78703","United States","30.2702904","-97.7546005","","TURNED_ON","1","1","Both"
"120","TRAFFIC","S LAMAR BLVD SB / W RIVERSIDE DR","S LAMAR BLVD SB","W RIVERSIDE DR","MASTER","119","5154958","5","","2021138","AUSTIN FULL PURPOSE","","","2021155","SOUTH","1239 West Riverside Drive Austin, Texas 78704","1239 West Riverside Drive","","Austin","Texas","78704","United States","30.2645245","-97.757103","","TURNED_ON","1","1","Both"
"121","TRAFFIC","S LAMAR BLVD NB / BARTON SPRINGS RD","S LAMAR BLVD NB","BARTON SPRINGS RD","MASTER","120","5154798","5","","2021195","AUSTIN FULL PURPOSE","","","2021194","SOUTH","1223-1299 Barton Springs Road Austin, Texas 78704","1223-1299 Barton Springs Road","","Austin","Texas","78704","United States","30.2608624","-97.758522","","TURNED_ON","1","1","Both"
"122","TRAFFIC","S LAMAR BLVD / HETHER ST","S LAMAR BLVD","HETHER ST","MASTER","121","5153644","5","","2035570","AUSTIN FULL PURPOSE","","","2026544","SOUTH","1927-1999 South Lamar Boulevard Austin, Texas 78704","1927-1999 South Lamar Boulevard","","Austin","Texas","78704","United States","30.2494106","-97.7674408","","TURNED_ON","1","1","Both"
"123","TRAFFIC","S LAMAR BLVD / W OLTORF ST","S LAMAR BLVD","W OLTORF ST","MASTER","122","5153332","5","","2026542","AUSTIN FULL PURPOSE","","","2026541","SOUTH","1570-1598 West Oltorf Street Austin, Texas 78704","1570-1598 West Oltorf Street","","Austin","Texas","78704","United States","30.2484131","-97.7699509","","TURNED_ON","1","1","Both"
"124","TRAFFIC","S LAMAR BLVD / BLUEBONNET LN","S LAMAR BLVD","BLUEBONNET LN","MASTER","123","5152555","5","","2023744","AUSTIN FULL PURPOSE","","","2023743","SOUTH","2323 South Lamar Boulevard Austin, Texas 78704","2323 South Lamar Boulevard","","Austin","Texas","78704","United States","30.2469234","-97.7771835","","TURNED_ON","1","1","Both"
"125","TRAFFIC","S LAMAR BLVD / MANCHACA RD","S LAMAR BLVD","MANCHACA RD","SLAVE","124","5152101","5","","2023827","AUSTIN FULL PURPOSE","","","2023812","SOUTH","2738 South Lamar Boulevard Austin, Texas 78704","2738 South Lamar Boulevard","","Austin","Texas","78704","United States","30.244257","-97.781395","","TURNED_ON","1","1","Both"
"126","TRAFFIC","S LAMAR BLVD / TREADWELL ST","S LAMAR BLVD","TREADWELL ST","MASTER","125","5154433","5","","2021302","AUSTIN FULL PURPOSE","","","2021301","SOUTH","912 Texas 343 Loop Austin, Texas 78704","912 Texas 343 Loop","","Austin","Texas","78704","United States","30.256052","-97.7614899","","TURNED_ON","1","1","Both"
"127","TRAFFIC","S LAMAR BLVD / BARTON SKWY","S LAMAR BLVD","BARTON SKWY","MASTER","126","5151991","5","","2023813","AUSTIN FULL PURPOSE","","","2023812","SOUTH","2201-2213 Barton Skyway Austin, Texas 78704","2201-2213 Barton Skyway","","Austin","Texas","78704","United States","30.2436523","-97.7823639","","TURNED_ON","0","0","Both"
"128","TRAFFIC","N LAMAR BLVD / W 9TH ST","N LAMAR BLVD","W 9TH ST","MASTER","127","5155448","9","","2019760","AUSTIN FULL PURPOSE","","","2019762","CENTRAL","900 North Lamar Boulevard Austin, Texas 78703","900 North Lamar Boulevard","","Austin","Texas","78703","United States","30.2739487","-97.7527771","","TURNED_ON","1","1","Both"
"129","TRAFFIC","BARTON SPRINGS RD / KINNEY AVE","BARTON SPRINGS RD","KINNEY AVE","MASTER","128","5154418","5","","2021189","AUSTIN FULL PURPOSE","","","2021180","SOUTH","501-653 Kinney Avenue Austin, Texas 78704","501-653 Kinney Avenue","","Austin","Texas","78704","United States","30.261982","-97.761467","","TURNED_ON","0","0","Both"
"130","TRAFFIC","BARTON SPRINGS RD / ROBERT E LEE RD","BARTON SPRINGS RD","ROBERT E LEE RD","MASTER","129","5153923","5","","2041226","AUSTIN FULL PURPOSE","","","2021140","SOUTH","Robert E Lee Road Austin, Texas 78704","Robert E Lee Road","","Austin","Texas","78704","United States","30.2647686","-97.7649841","","TURNED_ON","0","0","Both"
"131","TRAFFIC","W 6TH ST / BOWIE ST","W 6TH ST","BOWIE ST","MASTER","130","5155488","9","","2019756","AUSTIN FULL PURPOSE","","","2019755","CENTRAL","901 West 6th Street Austin, Texas 78703","901 West 6th Street","","Austin","Texas","78703","United States","30.2709618","-97.7525253","","TURNED_ON","1","1","Both"
